Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			RV		8100000814		1000000797		03.04.2015		03.04.2015	03.04.2015				52032562								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000815		1000000799		03.04.2015		03.04.2015	03.04.2015				51364023								70700000				MWS	A8	Output tax 23%	 23,000	-253,00	-205,69	-47,31	44270000
			RV		8100000816		1000000800		03.04.2015		03.04.2015	03.04.2015				51393335								70700000				MWS	A8	Output tax 23%	 23,000	-2.098,00	-1.705,69	-392,31	44270000
			RV		8100000817		1000000801		03.04.2015		03.04.2015	03.04.2015				50935508								70700000				MWS	A8	Output tax 23%	 23,000	-69,00	-56,10	-12,90	44270000
			RV		8100000818		1000000802		03.04.2015		03.04.2015	03.04.2015				51806664								70700000			8241542296	MWS	A8	Output tax 23%	 23,000	-115,98	-94,30	-21,68	44270000
			RV		8100000818		1000000802		03.04.2015		03.04.2015	03.04.2015				51806664								70700000			8241542296	MWS	A8	Output tax 23%	 23,000	-35,01	-28,46	-6,55	44270000
			RV		8100000818		1000000802		03.04.2015		03.04.2015	03.04.2015				51806664								70700000			8241542296	MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100000819		1000000803		03.04.2015		03.04.2015	03.04.2015				50003169								70700000			7181005512	MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100000819		1000000803		03.04.2015		03.04.2015	03.04.2015				50003169								70700000			7181005512	MWS	A8	Output tax 23%	 23,000	-37,00	-30,08	-6,92	44270000
			RV		8100000819		1000000803		03.04.2015		03.04.2015	03.04.2015				50003169								70700000			7181005512	MWS	A8	Output tax 23%	 23,000	-46,00	-37,40	-8,60	44270000
			RV		8100000819		1000000803		03.04.2015		03.04.2015	03.04.2015				50003169								70700000			7181005512	MWS	A8	Output tax 23%	 23,000	-1.829,00	-1.486,99	-342,01	44270000
			RV		8100000820		1000000804		03.04.2015		03.04.2015	03.04.2015				52030868								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100000820		1000000804		03.04.2015		03.04.2015	03.04.2015				52030868								70700000				MWS	A8	Output tax 23%	 23,000	-68,90	-56,02	-12,88	44270000
			RV		8100000820		1000000804		03.04.2015		03.04.2015	03.04.2015				52030868								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100000821		1000000805		03.04.2015		03.04.2015	03.04.2015				52300159								70700000				MWS	A8	Output tax 23%	 23,000	-475,00	-386,18	-88,82	44270000
			RV		8100000822		1000000806		03.04.2015		03.04.2015	03.04.2015				51892236								70700000				MWS	A8	Output tax 23%	 23,000	-185,00	-150,41	-34,59	44270000
			RV		8100000823		1000000807		03.04.2015		03.04.2015	03.04.2015				51939191								70700000				MWS	A8	Output tax 23%	 23,000	-61,00	-49,59	-11,41	44270000
			RV		8100000824		1000000810		03.04.2015		03.04.2015	03.04.2015				51071502								70700000			6462264191	MWS	A8	Output tax 23%	 23,000	-945,00	-768,29	-176,71	44270000
			RV		8100000825		1000000809		03.04.2015		03.04.2015	03.04.2015				50751632								70700000				MWS	A8	Output tax 23%	 23,000	-898,99	-730,89	-168,10	44270000
			RV		8100000826		1000000808		03.04.2015		03.04.2015	03.04.2015				50029277								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100000828		1000000811		03.04.2015		03.04.2015	03.04.2015				51931797								70700000				MWS	A8	Output tax 23%	 23,000	-254,00	-206,50	-47,50	44270000
			RV		8100000829		1000000812		03.04.2015		03.04.2015	03.04.2015				52033928								70700000				MWS	A8	Output tax 23%	 23,000	-62,90	-51,14	-11,76	44270000
			RV		8100000830		1000000813		03.04.2015		03.04.2015	03.04.2015				50976556								70700000			9271603749	MWS	A8	Output tax 23%	 23,000	-125,00	-101,63	-23,37	44270000
			RV		8100000830		1000000813		03.04.2015		03.04.2015	03.04.2015				50976556								70700000			9271603749	MWS	A8	Output tax 23%	 23,000	-147,00	-119,51	-27,49	44270000
			RV		8100000830		1000000813		03.04.2015		03.04.2015	03.04.2015				50976556								70700000			9271603749	MWS	A8	Output tax 23%	 23,000	-124,00	-100,82	-23,18	44270000
			RV		8100000830		1000000813		03.04.2015		03.04.2015	03.04.2015				50976556								70700000			9271603749	MWS	A8	Output tax 23%	 23,000	-124,00	-100,81	-23,19	44270000
			RV		8100000831		1000000814		03.04.2015		03.04.2015	03.04.2015				51536803								70700000				MWS	A8	Output tax 23%	 23,000	-239,09	-194,38	-44,71	44270000
			RV		8100000831		1000000814		03.04.2015		03.04.2015	03.04.2015				51536803								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000832		1000000815		03.04.2015		03.04.2015	03.04.2015				51975133								70700000			5211145117	MWS	A8	Output tax 23%	 23,000	-819,00	-665,85	-153,15	44270000
			RV		8100000832		1000000815		03.04.2015		03.04.2015	03.04.2015				51975133								70700000			5211145117	MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000833		1000000817		03.04.2015		03.04.2015	03.04.2015				51225568								70700000				MWS	A8	Output tax 23%	 23,000	-85,09	-69,18	-15,91	44270000
			RV		8100000834		1000000818		03.04.2015		03.04.2015	03.04.2015				51466790								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100000835		1000000816		03.04.2015		03.04.2015	03.04.2015				50048795								70700000			9660403944	MWS	A8	Output tax 23%	 23,000	-29,80	-24,23	-5,57	44270000
			RV		8100000835		1000000816		03.04.2015		03.04.2015	03.04.2015				50048795								70700000			9660403944	MWS	A8	Output tax 23%	 23,000	-5,01	-4,07	-0,94	44270000
			RV		8100000836		1000000819		03.04.2015		03.04.2015	03.04.2015				51551978								70700000				MWS	A8	Output tax 23%	 23,000	-384,90	-312,93	-71,97	44270000
			RV		8100000837		1000000821		03.04.2015		03.04.2015	03.04.2015				52019102								70700000				MWS	A1	Output tax 5%	  5,000	-9,99	-9,51	-0,48	44270000
			RV		8100000838		1000000820		03.04.2015		03.04.2015	03.04.2015				52300161								70700000				MWS	A8	Output tax 23%	 23,000	-107,99	-87,80	-20,19	44270000
			RV		8100000839		1000000823		03.04.2015		03.04.2015	03.04.2015				50486047								70700000			9661673321	MWS	A8	Output tax 23%	 23,000	-131,00	-106,50	-24,50	44270000
			RV		8100000840		1000000822		03.04.2015		03.04.2015	03.04.2015				51822859								70700000			7921951484	MWS	A8	Output tax 23%	 23,000	-245,00	-199,19	-45,81	44270000
			RV		8100000841		1000000825		03.04.2015		03.04.2015	03.04.2015				52300154								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100000842		1000000824		03.04.2015		03.04.2015	03.04.2015				52300153								70700000				MWS	A8	Output tax 23%	 23,000	-2,00	-1,63	-0,37	44270000
			RV		8100000843		1000000826		03.04.2015		03.04.2015	03.04.2015				52300157								70700000				MWS	A8	Output tax 23%	 23,000	-19,90	-16,18	-3,72	44270000
			RV		8100000844		1000000830		03.04.2015		03.04.2015	03.04.2015				52300172								70700000				MWS	A8	Output tax 23%	 23,000	-47,99	-39,02	-8,97	44270000
			RV		8100000845		1000000829		03.04.2015		03.04.2015	03.04.2015				51961356								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100000846		1000000831		03.04.2015		03.04.2015	03.04.2015				51915865								70700000				MWS	A8	Output tax 23%	 23,000	-1.299,00	-1.056,10	-242,90	44270000
			RV		8100000847		1000000832		03.04.2015		03.04.2015	03.04.2015				52300179								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100000848		1000000833		03.04.2015		03.04.2015	03.04.2015				51713341								70700000				MWS	A8	Output tax 23%	 23,000	-83,16	-67,61	-15,55	44270000
			RV		8100000849		1000000828		03.04.2015		03.04.2015	03.04.2015				51940878								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100000849		1000000828		03.04.2015		03.04.2015	03.04.2015				51940878								47210000				MWS	YA	Output tax technical code	  0,000	                 50,00	                 50,00	           0,00	44270000
			RV		8100000850		1000000827		03.04.2015		03.04.2015	03.04.2015				51941165								70700000				MWS	A8	Output tax 23%	 23,000	-99,90	-81,22	-18,68	44270000
			RV		8100000851		1000000834		03.04.2015		03.04.2015	03.04.2015				52300196								70700000				MWS	A8	Output tax 23%	 23,000	-990,00	-804,88	-185,12	44270000
			RV		8100000851		1000000834		03.04.2015		03.04.2015	03.04.2015				52300196								70700000				MWS	A8	Output tax 23%	 23,000	-239,00	-194,31	-44,69	44270000
			RV		8100000852		1000000837		03.04.2015		03.04.2015	03.04.2015				50928529								70700000				MWS	A8	Output tax 23%	 23,000	-62,90	-51,14	-11,76	44270000
			RV		8100000853		1000000836		03.04.2015		03.04.2015	03.04.2015				51423011								70700000				MWS	A8	Output tax 23%	 23,000	-67,00	-54,47	-12,53	44270000
			RV		8100000854		1000000835		03.04.2015		03.04.2015	03.04.2015				51997919								70700000				MWS	A8	Output tax 23%	 23,000	-2.089,00	-1.698,37	-390,63	44270000
			RV		8100000855		1000000838		03.04.2015		03.04.2015	03.04.2015				50831422								70700000			5261046104	MWS	A8	Output tax 23%	 23,000	-120,00	-97,56	-22,44	44270000
			RV		8100000855		1000000838		03.04.2015		03.04.2015	03.04.2015				50831422								70700000			5261046104	MWS	A8	Output tax 23%	 23,000	-130,00	-105,69	-24,31	44270000
			RV		8100000856		1000000839		03.04.2015		03.04.2015	03.04.2015				51010061								70700000				MWS	A8	Output tax 23%	 23,000	-150,02	-121,97	-28,05	44270000
			RV		8100000857		1000000841		03.04.2015		03.04.2015	03.04.2015				51838192								70700000				MWS	A8	Output tax 23%	 23,000	-35,01	-28,46	-6,55	44270000
			RV		8100000858		1000000840		03.04.2015		03.04.2015	03.04.2015				52300227								70700000			125-051-93-18	MWS	A8	Output tax 23%	 23,000	-77,99	-63,41	-14,58	44270000
			RV		8100000859		1000000845		03.04.2015		03.04.2015	03.04.2015				50204489								70700000				MWS	A8	Output tax 23%	 23,000	-33,30	-27,07	-6,23	44270000
			RV		8100000860		1000000842		03.04.2015		03.04.2015	03.04.2015				51170233								70700000				MWS	A8	Output tax 23%	 23,000	-319,00	-259,35	-59,65	44270000
			RV		8100000861		1000000843		03.04.2015		03.04.2015	03.04.2015				50152058								70700000				MWS	A8	Output tax 23%	 23,000	-186,89	-151,94	-34,95	44270000
			RV		8100000862		1000000844		03.04.2015		03.04.2015	03.04.2015				51420238								70700000				MWS	A2	Output tax 8%	  8,000	-682,00	-631,48	-50,52	44270000
			RV		8100000862		1000000844		03.04.2015		03.04.2015	03.04.2015				51420238								70700000				MWS	A2	Output tax 8%	  8,000	-71,99	-66,66	-5,33	44270000
			RV		8100000863		1000000846		03.04.2015		03.04.2015	03.04.2015				51470326								70700000				MWS	A8	Output tax 23%	 23,000	-43,00	-34,96	-8,04	44270000
			RV		8100000863		1000000846		03.04.2015		03.04.2015	03.04.2015				51470326								70700000				MWS	A8	Output tax 23%	 23,000	-74,00	-60,16	-13,84	44270000
			RV		8100000864		1000000847		03.04.2015		03.04.2015	03.04.2015				52300203								70700000				MWS	A8	Output tax 23%	 23,000	-65,99	-53,65	-12,34	44270000
			RV		8100000864		1000000847		03.04.2015		03.04.2015	03.04.2015				52300203								70700000				MWS	A2	Output tax 8%	  8,000	-10,08	-9,33	-0,75	44270000
			RV		8100000864		1000000847		03.04.2015		03.04.2015	03.04.2015				52300203								70700000				MWS	A2	Output tax 8%	  8,000	-35,42	-32,78	-2,64	44270000
			RV		8100000864		1000000847		03.04.2015		03.04.2015	03.04.2015				52300203								70700000				MWS	A2	Output tax 8%	  8,000	-4,71	-4,36	-0,35	44270000
			RV		8100000864		1000000847		03.04.2015		03.04.2015	03.04.2015				52300203								70700000				MWS	A2	Output tax 8%	  8,000	-3,49	-3,23	-0,26	44270000
			RV		8100000865		1000000848		03.04.2015		03.04.2015	03.04.2015				52300230								70700000				MWS	A8	Output tax 23%	 23,000	-586,77	-477,05	-109,72	44270000
			RV		8100000865		1000000848		03.04.2015		03.04.2015	03.04.2015				52300230								70700000				MWS	A8	Output tax 23%	 23,000	-279,43	-227,18	-52,25	44270000
			RV		8100000866		1000000860		03.04.2015		03.04.2015	03.04.2015				50610088								70700000			8521331815	MWS	A8	Output tax 23%	 23,000	-207,53	-168,72	-38,81	44270000
			RV		8100000867		1000000850		03.04.2015		03.04.2015	03.04.2015				51324539								70700000				MWS	A8	Output tax 23%	 23,000	-4.937,99	-4.014,63	-923,36	44270000
			RV		8100000868		1000000851		03.04.2015		03.04.2015	03.04.2015				51410160								70700000				MWS	A8	Output tax 23%	 23,000	-182,13	-148,07	-34,06	44270000
			RV		8100000869		1000000857		03.04.2015		03.04.2015	03.04.2015				51489148								70700000				MWS	A8	Output tax 23%	 23,000	-50,00	-40,65	-9,35	44270000
			RV		8100000870		1000000852		03.04.2015		03.04.2015	03.04.2015				51972447								70700000				MWS	A8	Output tax 23%	 23,000	-30,00	-24,39	-5,61	44270000
			RV		8100000871		1000000855		03.04.2015		03.04.2015	03.04.2015				51226693								70700000			6342351585	MWS	A8	Output tax 23%	 23,000	-533,00	-433,33	-99,67	44270000
			RV		8100000872		1000000856		03.04.2015		03.04.2015	03.04.2015				51166840								70700000				MWS	A8	Output tax 23%	 23,000	-299,00	-243,09	-55,91	44270000
			RV		8100000873		1000000853		03.04.2015		03.04.2015	03.04.2015				50864061								70700000				MWS	A8	Output tax 23%	 23,000	-65,01	-52,85	-12,16	44270000
			RV		8100000874		1000000849		03.04.2015		03.04.2015	03.04.2015				52300239								70700000				MWS	A8	Output tax 23%	 23,000	-299,36	-243,38	-55,98	44270000
			RV		8100000875		1000000854		03.04.2015		03.04.2015	03.04.2015				50085627								70700000				MWS	A8	Output tax 23%	 23,000	-117,99	-95,93	-22,06	44270000
			RV		8100000876		1000000858		03.04.2015		03.04.2015	03.04.2015				50082771								70700000				MWS	A8	Output tax 23%	 23,000	-454,10	-369,19	-84,91	44270000
			RV		8100000877		1000000859		03.04.2015		03.04.2015	03.04.2015				51138632								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100000878		1000000863		03.04.2015		03.04.2015	03.04.2015				51687125								70700000				MWS	A8	Output tax 23%	 23,000	-579,99	-471,54	-108,45	44270000
			RV		8100000879		1000000862		03.04.2015		03.04.2015	03.04.2015				51424628								70700000				MWS	A8	Output tax 23%	 23,000	-94,99	-77,23	-17,76	44270000
			RV		8100000880		1000000861		03.04.2015		03.04.2015	03.04.2015				50149203								70700000				MWS	A8	Output tax 23%	 23,000	-27,00	-21,95	-5,05	44270000
			RV		8100000880		1000000861		03.04.2015		03.04.2015	03.04.2015				50149203								70700000				MWS	A2	Output tax 8%	  8,000	-19,90	-18,43	-1,47	44270000
			RV		8100000880		1000000861		03.04.2015		03.04.2015	03.04.2015				50149203								70700000				MWS	A2	Output tax 8%	  8,000	-13,99	-12,95	-1,04	44270000
			RV		8100000880		1000000861		03.04.2015		03.04.2015	03.04.2015				50149203								70700000				MWS	A2	Output tax 8%	  8,000	-20,69	-19,16	-1,53	44270000
			RV		8100000881		1000000864		03.04.2015		03.04.2015	03.04.2015				50781327								70700000				MWS	A8	Output tax 23%	 23,000	-115,01	-93,50	-21,51	44270000
			RV		8100000882		1000000866		03.04.2015		03.04.2015	03.04.2015				52015147								70700000				MWS	A8	Output tax 23%	 23,000	-179,00	-145,53	-33,47	44270000
			RV		8100000883		1000000865		03.04.2015		03.04.2015	03.04.2015				52015273								70700000			7752437281	MWS	A8	Output tax 23%	 23,000	-409,59	-333,00	-76,59	44270000
			RV		8100000884		1000000869		03.04.2015		03.04.2015	03.04.2015				51895618								70700000				MWS	A8	Output tax 23%	 23,000	-117,99	-95,93	-22,06	44270000
			RV		8100000885		1000000867		03.04.2015		03.04.2015	03.04.2015				51094525								70700000				MWS	A2	Output tax 8%	  8,000	-99,00	-91,67	-7,33	44270000
			RV		8100000886		1000000868		03.04.2015		03.04.2015	03.04.2015				51634540								70700000				MWS	A8	Output tax 23%	 23,000	-81,00	-65,85	-15,15	44270000
			RV		8100000887		1000000872		03.04.2015		03.04.2015	03.04.2015				51976975								70700000				MWS	A8	Output tax 23%	 23,000	-26,09	-21,21	-4,88	44270000
			RV		8100000888		1000000870		03.04.2015		03.04.2015	03.04.2015				50817467								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100000889		1000000874		03.04.2015		03.04.2015	03.04.2015				52299913								70700000			118-209-17-52	MWS	A8	Output tax 23%	 23,000	-2.899,00	-2.356,91	-542,09	44270000
			RV		8100000890		1000000871		03.04.2015		03.04.2015	03.04.2015				51792595								70700000				MWS	A8	Output tax 23%	 23,000	-169,00	-137,40	-31,60	44270000
			RV		8100000891		1000000875		03.04.2015		03.04.2015	03.04.2015				50723334								70700000				MWS	A8	Output tax 23%	 23,000	-71,91	-58,46	-13,45	44270000
			RV		8100000892		1000000877		03.04.2015		03.04.2015	03.04.2015				52300142								70700000				MWS	A8	Output tax 23%	 23,000	-47,00	-38,21	-8,79	44270000
			RV		8100000893		1000000876		03.04.2015		03.04.2015	03.04.2015				51733488								70700000				MWS	A8	Output tax 23%	 23,000	-92,90	-75,53	-17,37	44270000
			RV		8100000894		1000000873		03.04.2015		03.04.2015	03.04.2015				52030219								70700000				MWS	A8	Output tax 23%	 23,000	-117,00	-95,12	-21,88	44270000
			RV		8100000895		1000000879		03.04.2015		03.04.2015	03.04.2015				51895618								70700000				MWS	A8	Output tax 23%	 23,000	-13,00	-10,57	-2,43	44270000
			RV		8100000896		1000000878		03.04.2015		03.04.2015	03.04.2015				52300145								70700000				MWS	A8	Output tax 23%	 23,000	-90,02	-73,18	-16,84	44270000
			RV		8100000897		1000000880		03.04.2015		03.04.2015	03.04.2015				52002744								70700000				MWS	A8	Output tax 23%	 23,000	-52,40	-42,60	-9,80	44270000
			RV		8100000897		1000000880		03.04.2015		03.04.2015	03.04.2015				52002744								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100000898		1000000881		03.04.2015		03.04.2015	03.04.2015				51994423								70700000				MWS	A8	Output tax 23%	 23,000	-15,79	-12,84	-2,95	44270000
			RV		8100000899		1000000882		03.04.2015		03.04.2015	03.04.2015				52006850								70700000				MWS	A8	Output tax 23%	 23,000	-406,00	-330,08	-75,92	44270000
			RV		8100000900		1000000883		03.04.2015		03.04.2015	03.04.2015				50422081								70700000				MWS	A8	Output tax 23%	 23,000	-160,99	-130,89	-30,10	44270000
			RV		8100000901		1000000884		03.04.2015		03.04.2015	03.04.2015				51873456								70700000				MWS	A8	Output tax 23%	 23,000	-129,00	-104,88	-24,12	44270000
			RV		8100000902		1000000886		03.04.2015		03.04.2015	03.04.2015				51689442								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100000903		1000000885		03.04.2015		03.04.2015	03.04.2015				51689442								70700000				MWS	A8	Output tax 23%	 23,000	-14,00	-11,38	-2,62	44270000
			RV		8100000904		1000000887		03.04.2015		03.04.2015	03.04.2015				51801701								70700000				MWS	A8	Output tax 23%	 23,000	-105,00	-85,37	-19,63	44270000
			RV		8100000905		1000000888		03.04.2015		03.04.2015	03.04.2015				52031528								70700000				MWS	A8	Output tax 23%	 23,000	-408,00	-331,71	-76,29	44270000
			RV		8100000906		1000000890		03.04.2015		03.04.2015	03.04.2015				51207530								70700000				MWS	A8	Output tax 23%	 23,000	-335,00	-272,36	-62,64	44270000
			RV		8100000906		1000000890		03.04.2015		03.04.2015	03.04.2015				51207530								70700000				MWS	A8	Output tax 23%	 23,000	-37,99	-30,89	-7,10	44270000
			RV		8100000906		1000000890		03.04.2015		03.04.2015	03.04.2015				51207530								70700000				MWS	A8	Output tax 23%	 23,000	-36,00	-29,27	-6,73	44270000
			RV		8100000907		1000000891		03.04.2015		03.04.2015	03.04.2015				52300170								70700000				MWS	A8	Output tax 23%	 23,000	-127,00	-103,25	-23,75	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-28,67	-23,31	-5,36	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-98,30	-79,92	-18,38	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-14,00	-11,38	-2,62	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-96,00	-78,05	-17,95	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-227,00	-184,55	-42,45	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-179,00	-145,53	-33,47	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-58,97	-47,94	-11,03	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-154,00	-125,20	-28,80	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-239,00	-194,31	-44,69	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-275,00	-223,58	-51,42	44270000
			RV		8100000908		1000000889		03.04.2015		03.04.2015	03.04.2015				51890905								70700000				MWS	A8	Output tax 23%	 23,000	-399,00	-324,39	-74,61	44270000
			RV		8100000909		1000000892		03.04.2015		03.04.2015	03.04.2015				51934385								70700000				MWS	A8	Output tax 23%	 23,000	-54,00	-43,90	-10,10	44270000
			RV		8100000910		1000000893		03.04.2015		03.04.2015	03.04.2015				52299993								70700000				MWS	A2	Output tax 8%	  8,000	-179,00	-165,74	-13,26	44270000
			RV		8100000910		1000000893		03.04.2015		03.04.2015	03.04.2015				52299993								70700000				MWS	A2	Output tax 8%	  8,000	                 50,00	                 46,30	           3,70	44270000
			RV		8100000910		1000000893		03.04.2015		03.04.2015	03.04.2015				52299993								70403000				MWS	A8	Output tax 23%	 23,000	-4,99	-4,06	-0,93	44270000
			RV		8100000911		1000000894		03.04.2015		03.04.2015	03.04.2015				52031541								70700000				MWS	A8	Output tax 23%	 23,000	-154,00	-125,20	-28,80	44270000
			RV		8100000912		1000000895		03.04.2015		03.04.2015	03.04.2015				50822942								70700000				MWS	A8	Output tax 23%	 23,000	-252,46	-205,25	-47,21	44270000
			RV		8100000913		1000000896		03.04.2015		03.04.2015	03.04.2015				52008213								70700000				MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100000913		1000000896		03.04.2015		03.04.2015	03.04.2015				52008213								70700000				MWS	A8	Output tax 23%	 23,000	-24,70	-20,08	-4,62	44270000
			RV		8100000913		1000000896		03.04.2015		03.04.2015	03.04.2015				52008213								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100000914		1000000897		03.04.2015		03.04.2015	03.04.2015				51822459								70700000				MWS	A8	Output tax 23%	 23,000	-72,90	-59,27	-13,63	44270000
			RV		8100000915		1000000898		03.04.2015		03.04.2015	03.04.2015				52021640								70700000				MWS	A8	Output tax 23%	 23,000	-53,00	-43,09	-9,91	44270000
			RV		8100000915		1000000898		03.04.2015		03.04.2015	03.04.2015				52021640								70700000				MWS	A8	Output tax 23%	 23,000	-62,00	-50,41	-11,59	44270000
			RV		8100000915		1000000898		03.04.2015		03.04.2015	03.04.2015				52021640								70700000				MWS	A8	Output tax 23%	 23,000	-332,48	-270,31	-62,17	44270000
			RV		8100000915		1000000898		03.04.2015		03.04.2015	03.04.2015				52021640								70700000				MWS	A8	Output tax 23%	 23,000	-2.899,00	-2.356,91	-542,09	44270000
			RV		8100000916		1000000900		03.04.2015		03.04.2015	03.04.2015				51961968								70700000				MWS	A8	Output tax 23%	 23,000	-120,00	-97,56	-22,44	44270000
			RV		8100000917		1000000899		03.04.2015		03.04.2015	03.04.2015				51856975								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100000918		1000000902		03.04.2015		03.04.2015	03.04.2015				51687328								70700000				MWS	A8	Output tax 23%	 23,000	-1.053,00	-856,10	-196,90	44270000
			RV		8100000919		1000000901		03.04.2015		03.04.2015	03.04.2015				51274900								70700000				MWS	A8	Output tax 23%	 23,000	-215,00	-174,80	-40,20	44270000
			RV		8100000920		1000000904		03.04.2015		03.04.2015	03.04.2015				51648468								70700000				MWS	A8	Output tax 23%	 23,000	-39,90	-32,44	-7,46	44270000
			RV		8100000921		1000000903		03.04.2015		03.04.2015	03.04.2015				52300173								70700000				MWS	A8	Output tax 23%	 23,000	-93,90	-76,34	-17,56	44270000
			RV		8100000922		1000000907		03.04.2015		03.04.2015	03.04.2015				52301912								70700000			894-12-44-537	MWS	A8	Output tax 23%	 23,000	-642,00	-521,95	-120,05	44270000
			RV		8100000923		1000000905		03.04.2015		03.04.2015	03.04.2015				51003670								70700000				MWS	A8	Output tax 23%	 23,000	-136,80	-111,22	-25,58	44270000
			RV		8100000924		1000000906		03.04.2015		03.04.2015	03.04.2015				50130670								70700000				MWS	A8	Output tax 23%	 23,000	-372,39	-302,76	-69,63	44270000
			RV		8100000925		1000000908		03.04.2015		03.04.2015	03.04.2015				51895377								70700000				MWS	A8	Output tax 23%	 23,000	-105,01	-85,37	-19,64	44270000
			RV		8100000926		1000000909		03.04.2015		03.04.2015	03.04.2015				51665843								70700000			1230967338	MWS	A8	Output tax 23%	 23,000	-1.599,00	-1.300,00	-299,00	44270000
			RV		8100000927		1000000911		03.04.2015		03.04.2015	03.04.2015				51545919								70700000			5261319217	MWS	A8	Output tax 23%	 23,000	-399,00	-324,39	-74,61	44270000
			RV		8100000928		1000000910		03.04.2015		03.04.2015	03.04.2015				52030228								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000928		1000000910		03.04.2015		03.04.2015	03.04.2015				52030228								70700000				MWS	A8	Output tax 23%	 23,000	-173,00	-140,65	-32,35	44270000
			RV		8100000929		1000000912		03.04.2015		03.04.2015	03.04.2015				51689442								70700000				MWS	A8	Output tax 23%	 23,000	-11,00	-8,94	-2,06	44270000
			RV		8100000930		1000000913		03.04.2015		03.04.2015	03.04.2015				52032884								70700000				MWS	A8	Output tax 23%	 23,000	-75,05	-61,02	-14,03	44270000
			RV		8100000931		1000000915		03.04.2015		03.04.2015	03.04.2015				50311571								70700000				MWS	A8	Output tax 23%	 23,000	-761,00	-618,70	-142,30	44270000
			RV		8100000932		1000000914		03.04.2015		03.04.2015	03.04.2015				51693596								70700000				MWS	A2	Output tax 8%	  8,000	-82,00	-75,93	-6,07	44270000
